date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:59:02	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Feb%202014%2010:59:02%20GMT	http://www.vitutor.biz/carrito?ipa=23	/home/mario/websites/copiaVitutor/www.vitutor.biz/carrito77ae	(from http://www.vitutor.com/)
11:59:03	48823/48823	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:02%20GMT	http://www.vitutor.biz/home/22-matematicas-selectividad-2012.html	/home/mario/websites/copiaVitutor/www.vitutor.biz/home/22-matematicas-selectividad-2012.html	(from http://www.vitutor.com/)
11:59:03	3535/3535	---M--	200	added ('OK')	image/jpeg	etag:%2238fae14-dcf-4dc5b01d95e80;4f0b5638edc35%22	http://www.vitutor.biz/93-home_default/matematicas-selectividad-2012.jpg	/home/mario/websites/copiaVitutor/www.vitutor.biz/93-home_default/matematicas-selectividad-2012.jpg	(from http://www.vitutor.com/)
11:59:03	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Feb%202014%2010:59:03%20GMT	http://www.vitutor.biz/carro-de-la-compra?qty=1&id_product=22&token=9fbf1674852831ed1387e59cef24e491&add	/home/mario/websites/copiaVitutor/www.vitutor.biz/carro-de-la-compra21a6	(from http://www.vitutor.com/)
11:59:04	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Feb%202014%2010:59:03%20GMT	http://www.vitutor.biz/carrito?ipa=22	/home/mario/websites/copiaVitutor/www.vitutor.biz/carrito9550	(from http://www.vitutor.com/)
11:59:04	58519/58519	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:04%20GMT	http://www.vitutor.biz/mas-vendidos	/home/mario/websites/copiaVitutor/www.vitutor.biz/mas-vendidos.html	(from http://www.vitutor.com/)
11:59:04	1482/1482	---M--	200	added ('OK')	image/jpeg	etag:%225266b51-5ca-4d7f5ade0e8c0;4f0b5638edc35%22	http://www.vitutor.biz/64-small_default/matematicas-1-eso.jpg	/home/mario/websites/copiaVitutor/www.vitutor.biz/64-small_default/matematicas-1-eso.jpg	(from http://www.vitutor.com/)
11:59:05	1485/1485	---M--	200	added ('OK')	image/jpeg	etag:%2249cd47b-5cd-4d8d1f7713a80;4f0b5638edc35%22	http://www.vitutor.biz/71-small_default/matematicas-3-eso.jpg	/home/mario/websites/copiaVitutor/www.vitutor.biz/71-small_default/matematicas-3-eso.jpg	(from http://www.vitutor.com/)
11:59:05	1494/1494	---M--	200	added ('OK')	image/jpeg	etag:%2228375a6-5d6-4d8bc97bc6480;4f0b5638edc35%22	http://www.vitutor.biz/70-small_default/matematicas-2-eso.jpg	/home/mario/websites/copiaVitutor/www.vitutor.biz/70-small_default/matematicas-2-eso.jpg	(from http://www.vitutor.com/)
11:59:05	1448/1448	---M--	200	added ('OK')	image/jpeg	etag:%225887afd-5a8-4d597c7296740;4f0b5638edc35%22	http://www.vitutor.biz/37-small_default/algebra-vitutor.jpg	/home/mario/websites/copiaVitutor/www.vitutor.biz/37-small_default/algebra-vitutor.jpg	(from http://www.vitutor.com/)
11:59:06	1477/1477	---M--	200	added ('OK')	image/jpeg	etag:%225c5332a-5c5-4d59771828600;4f0b5638edc35%22	http://www.vitutor.biz/35-small_default/geometria-vitutor.jpg	/home/mario/websites/copiaVitutor/www.vitutor.biz/35-small_default/geometria-vitutor.jpg	(from http://www.vitutor.com/)
11:59:06	37020/37020	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:06%20GMT	http://www.vitutor.biz/modules/paypal/about.php	/home/mario/websites/copiaVitutor/www.vitutor.biz/modules/paypal/about.html	(from http://www.vitutor.com/)
11:59:06	5849/5849	---M--	200	added ('OK')	image/gif	etag:%224e8ccd8-16d9-4f33956f09868%22	http://www.vitutor.biz/modules/paypal/img/logos/ES_vertical_solution_PP.gif	/home/mario/websites/copiaVitutor/www.vitutor.biz/modules/paypal/img/logos/ES_vertical_solution_PP.gif	(from http://www.vitutor.com/)
11:59:07	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Feb%202014%2010:59:06%20GMT	http://www.vitutor.biz/historial-de-pedidos	/home/mario/websites/copiaVitutor/www.vitutor.biz/historial-de-pedidos	(from http://www.vitutor.com/)
11:59:07	40403/40403	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:07%20GMT	http://www.vitutor.biz/autenticacion?back=history	/home/mario/websites/copiaVitutor/www.vitutor.biz/autenticacion856b.html	(from http://www.vitutor.com/)
11:59:07	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Feb%202014%2010:59:07%20GMT	http://www.vitutor.biz/vales	/home/mario/websites/copiaVitutor/www.vitutor.biz/vales.bc.delayed	(from http://www.vitutor.com/)
11:59:08	40412/40412	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:07%20GMT	http://www.vitutor.biz/autenticacion?back=order-slip	/home/mario/websites/copiaVitutor/www.vitutor.biz/autenticacion2f9b.html	(from http://www.vitutor.com/)
11:59:08	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Feb%202014%2010:59:08%20GMT	http://www.vitutor.biz/direcciones	/home/mario/websites/copiaVitutor/www.vitutor.biz/direcciones.be.delayed	(from http://www.vitutor.com/)
11:59:09	40409/40409	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:08%20GMT	http://www.vitutor.biz/autenticacion?back=addresses	/home/mario/websites/copiaVitutor/www.vitutor.biz/autenticacion9f3d.html	(from http://www.vitutor.com/)
11:59:09	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Feb%202014%2010:59:09%20GMT	http://www.vitutor.biz/identidad	/home/mario/websites/copiaVitutor/www.vitutor.biz/identidad.c0.delayed	(from http://www.vitutor.com/)
11:59:09	40406/40406	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:09%20GMT	http://www.vitutor.biz/autenticacion?back=identity	/home/mario/websites/copiaVitutor/www.vitutor.biz/autenticacion2432.html	(from http://www.vitutor.com/)
11:59:10	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Feb%202014%2010:59:09%20GMT	http://www.vitutor.biz/descuento	/home/mario/websites/copiaVitutor/www.vitutor.biz/descuento.c2.delayed	(from http://www.vitutor.com/)
11:59:10	40406/40406	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:10%20GMT	http://www.vitutor.biz/autenticacion?back=discount	/home/mario/websites/copiaVitutor/www.vitutor.biz/autenticaciondd41.html	(from http://www.vitutor.com/)
11:59:11	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Feb%202014%2010:59:10%20GMT	http://www.vitutor.biz/module/favoriteproducts/account	/home/mario/websites/copiaVitutor/www.vitutor.biz/module/favoriteproducts/account.c4.delayed	(from http://www.vitutor.com/)
11:59:11	40321/40321	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:11%20GMT	http://www.vitutor.biz/autenticacion?redirect=module&module=favoriteproducts&action=account	/home/mario/websites/copiaVitutor/www.vitutor.biz/autenticacione9fb.html	(from http://www.vitutor.com/)
11:59:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Feb%202014%2010:59:11%20GMT	http://www.vitutor.biz/module/mailalerts/account	/home/mario/websites/copiaVitutor/www.vitutor.biz/module/mailalerts/account.c6.delayed	(from http://www.vitutor.com/)
11:59:12	40315/40315	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:12%20GMT	http://www.vitutor.biz/autenticacion?redirect=module&module=mailalerts&action=account	/home/mario/websites/copiaVitutor/www.vitutor.biz/autenticacion6e26.html	(from http://www.vitutor.com/)
11:59:13	1276/1276	---M--	200	added ('OK')	image/png	etag:%22152eadd-4fc-4d9990997a740%22	http://www.vitutor.biz/modules/mailalerts/img/icon-alert.png	/home/mario/websites/copiaVitutor/www.vitutor.biz/modules/mailalerts/img/icon-alert.png	(from http://www.vitutor.com/)
11:59:13	36670/36670	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:13%20GMT	http://www.vitutor.biz/promocion	/home/mario/websites/copiaVitutor/www.vitutor.biz/promocion.html	(from http://www.vitutor.com/)
11:59:19	36706/36706	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:13%20GMT	http://www.vitutor.biz/nuevos-productos	/home/mario/websites/copiaVitutor/www.vitutor.biz/nuevos-productos.html	(from http://www.vitutor.com/)
11:59:19	1452/1452	---M--	200	added ('OK')	image/png	etag:%22fbedf8e9cd8cd1:0%22	http://www.vitutor.it/images/eng.png	/home/mario/websites/copiaVitutor/www.vitutor.it/images/eng.png	(from http://www.vitutor.com/)
11:59:19	9176/9176	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Feb%202014%2010:59:19%20GMT	http://www.vitutor.biz/?mobile_theme_ok	/home/mario/websites/copiaVitutor/www.vitutor.biz/indexbd27.html	(from http://www.vitutor.biz/)
11:59:19	25237/25237	---M--	200	added ('OK')	text/html	etag:%224aaec575f028cf1:54b0cb%22	http://www.vitutor.com/di/n/numeros_naturales.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/n/numeros_naturales.html	(from http://www.vitutor.com/)
11:59:20	23734/23734	---M--	200	added ('OK')	text/html	etag:%22bafebc36f028cf1:54b0cb%22	http://www.vitutor.com/di/di/divisibilidad.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/di/divisibilidad.html	(from http://www.vitutor.com/)
11:59:21	25451/25451	---M--	200	added ('OK')	text/html	etag:%2275687658f028cf1:54b0cb%22	http://www.vitutor.com/di/e/numeros_enteros.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/e/numeros_enteros.html	(from http://www.vitutor.com/)
11:59:22	21801/21801	---M--	200	added ('OK')	text/html	etag:%22d22cd325f028cf1:54b0cb%22	http://www.vitutor.com/di/d/numeros_decimales.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/d/numeros_decimales.html	(from http://www.vitutor.com/)
11:59:23	16492/16492	---M--	200	added ('OK')	text/html	etag:%22e2eb58b2f028cf1:54b0cb%22	http://www.vitutor.com/di/r/b_6.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/r/b_6.html	(from http://www.vitutor.com/)
11:59:23	24908/24908	---M--	200	added ('OK')	text/html	etag:%224dafe92f028cf1:54b0cb%22	http://www.vitutor.com/di/p/proporcionalidad.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/p/proporcionalidad.html	(from http://www.vitutor.com/)
11:59:24	22879/22879	---M--	200	added ('OK')	text/html	etag:%22834aa863f028cf1:54b0cb%22	http://www.vitutor.com/di/m/sistema_metrico.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/m/sistema_metrico.html	(from http://www.vitutor.com/)
11:59:25	19174/19174	---M--	200	added ('OK')	text/html	etag:%2289205236f228cf1:54b0cb%22	http://www.vitutor.com/geo/eso/plano.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/eso/plano.html	(from http://www.vitutor.com/)
11:59:26	19756/19756	---M--	200	added ('OK')	text/html	etag:%2276b9cb36f228cf1:54b0cb%22	http://www.vitutor.com/geo/eso/poligonos.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/eso/poligonos.html	(from http://www.vitutor.com/)
11:59:26	17795/17795	---M--	200	added ('OK')	text/html	etag:%22dbdeb120f228cf1:54b0cb%22	http://www.vitutor.com/geo/eso/areas.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/eso/areas.html	(from http://www.vitutor.com/)
11:59:26	18534/18534	---M--	200	added ('OK')	text/html	etag:%22d61ff1ef228cf1:54b0cb%22	http://www.vitutor.com/geo/eso/acVideos.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/eso/acVideos.html	(from http://www.vitutor.com/)
11:59:27	22436/22436	---M--	200	added ('OK')	text/html	etag:%22e6daee82f128cf1:54b0cb%22	http://www.vitutor.com/fun/1/graficas.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/1/graficas.html	(from http://www.vitutor.com/)
11:59:28	1635/1635	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Feb%202014%2010:59:27%20GMT	http://www.vitutor.com/di/m/sexagesimal.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/m/sexagesimal.d8.delayed	(from http://www.vitutor.com/)
11:59:28	20454/20454	---M--	200	added ('OK')	text/html	etag:%2253133117ee28cf1:54b0cb%22	http://www.vitutor.com/ab/p/polinomios_2.html	/home/mario/websites/copiaVitutor/www.vitutor.com/ab/p/polinomios_2.html	(from http://www.vitutor.com/)
11:59:29	28123/28123	---M--	200	added ('OK')	text/html	etag:%22fadc93e6f028cf1:54b0cb%22	http://www.vitutor.com/ecuaciones/1/ecuaciones_2.html	/home/mario/websites/copiaVitutor/www.vitutor.com/ecuaciones/1/ecuaciones_2.html	(from http://www.vitutor.com/)
11:59:30	23696/23696	---M--	200	added ('OK')	text/html	etag:%22c9ba1a57f228cf1:54b0cb%22	http://www.vitutor.com/geo/eso/triangulos.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/eso/triangulos.html	(from http://www.vitutor.com/)
11:59:31	18387/18387	---M--	200	added ('OK')	text/html	etag:%22653a1352f228cf1:54b0cb%22	http://www.vitutor.com/geo/eso/semejanza.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/eso/semejanza.html	(from http://www.vitutor.com/)
11:59:32	18402/18402	---M--	200	added ('OK')	text/html	etag:%22f119805bf228cf1:54b0cb%22	http://www.vitutor.com/geo/esp/geometria_espacio.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/esp/geometria_espacio.html	(from http://www.vitutor.com/)
11:59:32	20392/20392	---M--	200	added ('OK')	text/html	etag:%225a7e3e57f228cf1:54b0cb%22	http://www.vitutor.com/geo/esp/areas_volumenes.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/esp/areas_volumenes.html	(from http://www.vitutor.com/)
11:59:32	31131/31131	---M--	200	added ('OK')	text/html	etag:%225561f36af128cf1:54b0cb%22	http://www.vitutor.com/estadistica/descriptiva/estadistica.html	/home/mario/websites/copiaVitutor/www.vitutor.com/estadistica/descriptiva/estadistica.html	(from http://www.vitutor.com/)
11:59:34	1635/1635	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Feb%202014%2010:59:32%20GMT	http://www.vitutor.com/eso_3.html	/home/mario/websites/copiaVitutor/www.vitutor.com/eso_3.e0.delayed	(from http://www.vitutor.com/)
11:59:34	29684/29684	---M--	200	added ('OK')	text/html	etag:%22a1c9d8b3f028cf1:54b0cb%22	http://www.vitutor.com/di/r/fracciones.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/r/fracciones.html	(from http://www.vitutor.com/)
11:59:34	22392/22392	---M--	200	added ('OK')	text/html	etag:%22d95cbb17ee28cf1:54b0cb%22	http://www.vitutor.com/ab/p/polinomios_3.html	/home/mario/websites/copiaVitutor/www.vitutor.com/ab/p/polinomios_3.html	(from http://www.vitutor.com/)
11:59:36	22769/22769	---M--	200	added ('OK')	text/html	etag:%22ef675a27f128cf1:54b0cb%22	http://www.vitutor.com/ecuaciones/sistemas/sistemas_ecuaciones.html	/home/mario/websites/copiaVitutor/www.vitutor.com/ecuaciones/sistemas/sistemas_ecuaciones.html	(from http://www.vitutor.com/)
11:59:37	30198/30198	---M--	200	added ('OK')	text/html	etag:%226314511f128cf1:54b0cb%22	http://www.vitutor.com/ecuaciones/2/ecuaciones_cuadraticas.html	/home/mario/websites/copiaVitutor/www.vitutor.com/ecuaciones/2/ecuaciones_cuadraticas.html	(from http://www.vitutor.com/)
11:59:38	21238/21238	---M--	200	added ('OK')	text/html	etag:%229a816b36ee28cf1:54b0cb%22	http://www.vitutor.com/al/sucesiones/sucesiones_index.html	/home/mario/websites/copiaVitutor/www.vitutor.com/al/sucesiones/sucesiones_index.html	(from http://www.vitutor.com/)
11:59:38	1635/1635	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Feb%202014%2010:59:37%20GMT	http://www.vitutor.com/fun/2/funciones_2.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/2/funciones_2.e6.delayed	(from http://www.vitutor.com/)
11:59:39	26535/26535	---M--	200	added ('OK')	text/html	etag:%227b5b4732f228cf1:54b0cb%22	http://www.vitutor.com/geo/eso/geometria_plana.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/eso/geometria_plana.html	(from http://www.vitutor.com/)
11:59:40	19154/19154	---M--	200	added ('OK')	text/html	etag:%2275d71197f228cf1:54b0cb%22	http://www.vitutor.com/geo/vec/traslaciones.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/vec/traslaciones.html	(from http://www.vitutor.com/)
11:59:41	24702/24702	---M--	200	added ('OK')	text/html	etag:%2252b672ff428cf1:54b0cb%22	http://www.vitutor.com/pro/2/probabilidad.html	/home/mario/websites/copiaVitutor/www.vitutor.com/pro/2/probabilidad.html	(from http://www.vitutor.com/)
11:59:42	28049/28049	---M--	200	added ('OK')	text/html	etag:%220a864bdf028cf1:54b0cb%22	http://www.vitutor.com/di/re/numeros_reales.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/re/numeros_reales.html	(from http://www.vitutor.com/)
11:59:42	31257/31257	---M--	200	added ('OK')	text/html	etag:%2253133117ee28cf1:54b0cb%22	http://www.vitutor.com/ab/p/polinomios.html	/home/mario/websites/copiaVitutor/www.vitutor.com/ab/p/polinomios.html	(from http://www.vitutor.com/)
11:59:43	24564/24564	---M--	200	added ('OK')	text/html	etag:%2246e88a5eee28cf1:54b0cb%22	http://www.vitutor.com/al/trigo/trigonometria_eso.html	/home/mario/websites/copiaVitutor/www.vitutor.com/al/trigo/trigonometria_eso.html	(from http://www.vitutor.com/)
11:59:44	25888/25888	---M--	200	added ('OK')	text/html	etag:%22e05159a7f128cf1:54b0cb%22	http://www.vitutor.com/fun/2/funciones.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/2/funciones.html	(from http://www.vitutor.com/)
11:59:45	23984/23984	---M--	200	added ('OK')	text/html	etag:%225161c9a7f128cf1:54b0cb%22	http://www.vitutor.com/fun/2/funciones_1.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/2/funciones_1.html	(from http://www.vitutor.com/)
11:59:46	1635/1635	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Feb%202014%2010:59:44%20GMT	http://www.vitutor.com/eso_4b.html	/home/mario/websites/copiaVitutor/www.vitutor.com/eso_4b.ef.delayed	(from http://www.vitutor.com/)
11:59:46	24555/24555	---M--	200	added ('OK')	text/html	etag:%22691a91ff128cf1:54b0cb%22	http://www.vitutor.com/ecuaciones/ine/ine_videos.html	/home/mario/websites/copiaVitutor/www.vitutor.com/ecuaciones/ine/ine_videos.html	(from http://www.vitutor.com/)
11:59:47	22155/22155	---M--	200	added ('OK')	text/html	etag:%229cbe9997f228cf1:54b0cb%22	http://www.vitutor.com/geo/vec/vectores.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/vec/vectores.html	(from http://www.vitutor.com/)
11:59:48	23769/23769	---M--	200	added ('OK')	text/html	etag:%2289e3767bf228cf1:54b0cb%22	http://www.vitutor.com/geo/rec/recta_eso.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/rec/recta_eso.html	(from http://www.vitutor.com/)
11:59:49	23508/23508	---M--	200	added ('OK')	text/html	etag:%22b962431cf428cf1:54b0cb%22	http://www.vitutor.com/pro/1/analisis_combinatorio.html	/home/mario/websites/copiaVitutor/www.vitutor.com/pro/1/analisis_combinatorio.html	(from http://www.vitutor.com/)
11:59:50	17810/17810	---M--	200	added ('OK')	text/html	etag:%2298256061f028cf1:54b0cb%22	http://www.vitutor.com/di/m/b_5.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/m/b_5.html	(from http://www.vitutor.com/)
11:59:51	15637/15637	---M--	200	added ('OK')	text/html	etag:%2277cc6e1aee28cf1:54b0cb%22	http://www.vitutor.com/al/log/ecuaciones.html	/home/mario/websites/copiaVitutor/www.vitutor.com/al/log/ecuaciones.html	(from http://www.vitutor.com/)
11:59:51	4924/4924	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ca81ef461cd9cd1:0%22	http://www.vitutor.it/js/scriptTabs.js	/home/mario/websites/copiaVitutor/www.vitutor.it/js/scriptTabs.js	(from http://www.vitutor.com/)
11:59:51	17769/17769	---M--	200	added ('OK')	text/html	etag:%226ef24de1ee28cf1:54b0cb%22	http://www.vitutor.com/algebra/sistemas%20I/sitemas_gauss.html	/home/mario/websites/copiaVitutor/www.vitutor.com/algebra/sistemas%20I/sitemas_gauss.html	(from http://www.vitutor.com/)
11:59:52	17386/17386	---M--	200	added ('OK')	text/html	etag:%22b05a4ac2ee28cf1:54b0cb%22	http://www.vitutor.com/algebra/matrices/las_matrices.html	/home/mario/websites/copiaVitutor/www.vitutor.com/algebra/matrices/las_matrices.html	(from http://www.vitutor.com/)
11:59:52	16258/16258	---M--	200	added ('OK')	text/html	etag:%22477a2bdee28cf1:54b0cb%22	http://www.vitutor.com/algebra/determinantes/los_determinantes.html	/home/mario/websites/copiaVitutor/www.vitutor.com/algebra/determinantes/los_determinantes.html	(from http://www.vitutor.com/)
11:59:53	16209/16209	---M--	200	added ('OK')	text/html	etag:%2281fa71deee28cf1:54b0cb%22	http://www.vitutor.com/algebra/sistemas%20I/regla_cramer.html	/home/mario/websites/copiaVitutor/www.vitutor.com/algebra/sistemas%20I/regla_cramer.html	(from http://www.vitutor.com/)
11:59:53	13632/13632	---M--	200	added ('OK')	text/html	etag:%228d9573ccee28cf1:54b0cb%22	http://www.vitutor.com/algebra/pl/programacion_lineal.html	/home/mario/websites/copiaVitutor/www.vitutor.com/algebra/pl/programacion_lineal.html	(from http://www.vitutor.com/)
11:59:54	20836/20836	---M--	200	added ('OK')	text/html	etag:%227f979297f228cf1:54b0cb%22	http://www.vitutor.com/geo/vec/vector.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/vec/vector.html	(from http://www.vitutor.com/)
11:59:54	25890/25890	---M--	200	added ('OK')	text/html	etag:%2284a84a6ff228cf1:54b0cb%22	http://www.vitutor.com/geo/rec/dvideos.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/rec/dvideos.html	(from http://www.vitutor.com/)
11:59:55	15914/15914	---M--	200	added ('OK')	text/html	etag:%22e3b6646f228cf1:54b0cb%22	http://www.vitutor.com/geo/coni/conicas.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/coni/conicas.html	(from http://www.vitutor.com/)
11:59:56	16467/16467	---M--	200	added ('OK')	text/html	etag:%22d2b996f228cf1:54b0cb%22	http://www.vitutor.com/geo/coni/elipse.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/coni/elipse.html	(from http://www.vitutor.com/)
11:59:56	17047/17047	---M--	200	added ('OK')	text/html	etag:%222c5f8215f228cf1:54b0cb%22	http://www.vitutor.com/geo/coni/hiperbola.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/coni/hiperbola.html	(from http://www.vitutor.com/)
11:59:57	16054/16054	---M--	200	added ('OK')	text/html	etag:%226f125b19f228cf1:54b0cb%22	http://www.vitutor.com/geo/coni/parabola.html	/home/mario/websites/copiaVitutor/www.vitutor.com/geo/coni/parabola.html	(from http://www.vitutor.com/)
11:59:57	15846/15846	---M--	200	added ('OK')	text/html	etag:%2295304bf7ee28cf1:54b0cb%22	http://www.vitutor.com/analitica/vectores/vector_espacio.html	/home/mario/websites/copiaVitutor/www.vitutor.com/analitica/vectores/vector_espacio.html	(from http://www.vitutor.com/)
11:59:58	14861/14861	---M--	200	added ('OK')	text/html	etag:%223652bfedee28cf1:54b0cb%22	http://www.vitutor.com/analitica/recta/planos_rectas.html	/home/mario/websites/copiaVitutor/www.vitutor.com/analitica/recta/planos_rectas.html	(from http://www.vitutor.com/)
11:59:59	15480/15480	---M--	200	added ('OK')	text/html	etag:%22e99c2aeeee28cf1:54b0cb%22	http://www.vitutor.com/analitica/recta/posiciones.html	/home/mario/websites/copiaVitutor/www.vitutor.com/analitica/recta/posiciones.html	(from http://www.vitutor.com/)
11:59:59	13968/13968	---M--	200	added ('OK')	text/html	etag:%229096bce8ee28cf1:54b0cb%22	http://www.vitutor.com/analitica/distancias/angulos_distancias.html	/home/mario/websites/copiaVitutor/www.vitutor.com/analitica/distancias/angulos_distancias.html	(from http://www.vitutor.com/)
12:00:00	19547/19547	---M--	200	added ('OK')	text/html	etag:%22f27295eee28cf1:54b0cb%22	http://www.vitutor.com/al/trigo/trigonometria.html	/home/mario/websites/copiaVitutor/www.vitutor.com/al/trigo/trigonometria.html	(from http://www.vitutor.com/)
12:00:00	19070/19070	---M--	200	added ('OK')	text/html	etag:%22f422572f028cf1:54b0cb%22	http://www.vitutor.com/di/c/numeros_complejos.html	/home/mario/websites/copiaVitutor/www.vitutor.com/di/c/numeros_complejos.html	(from http://www.vitutor.com/)
12:00:01	21604/21604	---M--	200	added ('OK')	text/html	etag:%22b76a3cc5f128cf1:54b0cb%22	http://www.vitutor.com/fun/3/limites.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/3/limites.html	(from http://www.vitutor.com/)
12:00:02	17875/17875	---M--	200	added ('OK')	text/html	etag:%224e48b9c4f128cf1:54b0cb%22	http://www.vitutor.com/fun/3/continuidad.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/3/continuidad.html	(from http://www.vitutor.com/)
12:00:02	13228/13228	---M--	200	added ('OK')	text/html	etag:%22e4cbbc2f128cf1:54b0cb%22	http://www.vitutor.com/fun/3/bolzano.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/3/bolzano.html	(from http://www.vitutor.com/)
12:00:03	18604/18604	---M--	200	added ('OK')	text/html	etag:%22673d35e0f128cf1:54b0cb%22	http://www.vitutor.com/fun/4/derivada.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/4/derivada.html	(from http://www.vitutor.com/)
12:00:03	20556/20556	---M--	200	added ('OK')	text/html	etag:%228e24bde0f128cf1:54b0cb%22	http://www.vitutor.com/fun/4/derivadas.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/4/derivadas.html	(from http://www.vitutor.com/)
12:00:04	16376/16376	---M--	200	added ('OK')	text/html	etag:%22d84ca5e0f128cf1:54b0cb%22	http://www.vitutor.com/fun/4/derivada_aplicaciones.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/4/derivada_aplicaciones.html	(from http://www.vitutor.com/)
12:00:04	17222/17222	---M--	200	added ('OK')	text/html	etag:%22147f8f1f128cf1:54b0cb%22	http://www.vitutor.com/fun/5/estudio_funciones.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/5/estudio_funciones.html	(from http://www.vitutor.com/)
12:00:05	16916/16916	---M--	200	added ('OK')	text/html	etag:%22665e8edf128cf1:54b0cb%22	http://www.vitutor.com/fun/5/b.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/5/b.html	(from http://www.vitutor.com/)
12:00:06	23550/23550	---M--	200	added ('OK')	text/html	etag:%22ee974df5f128cf1:54b0cb%22	http://www.vitutor.com/fun/5/graficas_funciones.html	/home/mario/websites/copiaVitutor/www.vitutor.com/fun/5/graficas_funciones.html	(from http://www.vitutor.com/)
